UF,AM
Cidade,NHAMUNDA
Nome Posto,MINERACAO CAIMA
Latitude,-1.4377777777777778
Longitude,-57.8275
Codigo,157001
Qtd. Anos,24
Ano,Maxima
1981,38.5
1982,96.8
1983,86.8
1984,100.5
1985,55.4
1986,114.3
1987,68.8
1988,25.1
2004,124.6
2005,80.7
2006,83.3
2007,95.3
2008,150.7
2009,102.2
2010,80.2
2011,83.9
2012,68.8
2013,112.5
2014,78.9
2015,58.1
2016,62.7
2017,64.6
2018,68.6
2019,93.7
