UF,AM
Cidade,LABREA
Nome Posto,LABREA
Latitude,-7.25
Longitude,-64.83333333333333
Codigo,764001
Qtd. Anos,19
Ano,Maxima
1972,117.8
1973,109
1974,111
1975,95
1976,112.2
1977,145.9
1978,92.4
1979,74.4
1980,167.2
1981,91
1982,65.7
1983,134
1984,142.6
1985,161.6
1986,141
1987,94.4
1988,96
1989,122
1990,67.3
