UF,AM
Cidade,BOA VISTA DO RAMOS
Nome Posto,BOA VISTA DO RAMOS
Latitude,-2.970277777777778
Longitude,-57.59
Codigo,257002
Qtd. Anos,31
Ano,Maxima
1989,63.8
1990,97.3
1991,66.9
1992,100.5
1993,174.3
1994,200
1995,92.9
1996,82.2
1997,73.4
1998,73.3
1999,128.1
2000,108.1
2001,69.5
2002,96.2
2003,94.1
2004,96.9
2005,65.7
2006,65.1
2007,62.4
2008,82.8
2009,114.2
2010,81.7
2011,84.6
2012,131.2
2013,99.5
2014,83
2015,65.4
2016,101.5
2017,145.5
2018,66.7
2019,119.9
