UF,AM
Cidade,EIRUNEPE
Nome Posto,FOZ DO GREGORIO
Latitude,-6.8
Longitude,-70.65
Codigo,670000
Qtd. Anos,38
Ano,Maxima
1982,64.7
1983,117.2
1984,85.4
1985,95
1986,110.2
1987,115.2
1988,94.2
1989,87.4
1990,95
1991,77.2
1992,86
1993,78.4
1994,86.6
1995,76.9
1996,65.4
1997,91.2
1998,98.8
1999,131.8
2000,98.7
2001,76.2
2002,48.5
2003,48.3
2004,93.4
2005,48.3
2006,43.5
2007,43.1
2008,46.2
2009,48.6
2010,48.3
2011,47.5
2012,49.2
2013,47.8
2015,49.3
2016,44.1
2017,10
2018,64.2
2019,49.2
2020,43.2
