UF,AM
Cidade,BORBA
Nome Posto,COLOCACAO TUPANA
Latitude,-4.166666666666667
Longitude,-60.8
Codigo,460001
Qtd. Anos,20
Ano,Maxima
2000,86.6
2001,76
2002,100
2003,45.4
2004,110.2
2005,80.3
2006,89
2007,95.8
2008,166.5
2009,62.6
2010,29.1
2011,67.8
2012,60.8
2014,48.8
2015,69.5
2016,197.5
2017,60
2018,108
2019,95.7
2020,55.5
