UF,AM
Cidade,CODAJAS
Nome Posto,LIBERDADE
Latitude,-3.456388888888889
Longitude,-63.39222222222222
Codigo,363002
Qtd. Anos,20
Ano,Maxima
2000,97.3
2001,98.2
2002,125
2003,129.5
2004,58.2
2005,98.8
2006,98.8
2007,61.9
2008,51.2
2009,62.4
2010,55.6
2011,79.9
2012,48.1
2013,67.1
2014,164.5
2015,60
2016,93.3
2017,48.1
2018,44.7
2019,91.7
