UF,AM
Cidade,URUCARA
Nome Posto,SAO JOSE
Latitude,-1.9327777777777777
Longitude,-58.255833333333335
Codigo,158003
Qtd. Anos,20
Ano,Maxima
2000,93
2001,97.7
2002,140.8
2003,97
2004,115
2005,107.7
2006,115.5
2007,100.3
2008,126.2
2009,185.3
2010,120.1
2011,129.1
2012,100.9
2013,153.1
2014,99.8
2015,100
2016,97.7
2017,99.7
2018,98.7
2019,84.3
