UF,AM
Cidade,BARCELOS
Nome Posto,VISTA ALEGRE DO UNINI
Latitude,-1.7108333333333332
Longitude,-62.82361111111111
Codigo,162003
Qtd. Anos,17
Ano,Maxima
2003,84.4
2004,135.6
2005,88
2006,66
2007,71
2008,83
2009,132.5
2010,74
2011,95.8
2012,78
2013,84.7
2014,104.4
2015,65
2016,95.5
2017,54.8
2018,77.7
2019,62.7
