UF,AM
Cidade,BARCELOS
Nome Posto,BARCELOS
Latitude,-0.9711111111111111
Longitude,-62.92861111111111
Codigo,62000
Qtd. Anos,27
Ano,Maxima
1961,85
1962,74.8
1963,57
1964,85
1965,55
1966,73
1967,64
1968,80
1969,119
1970,89.8
1975,86
1976,81
1977,94
1978,59.2
1979,72.8
1980,96
1981,84.3
1982,97.4
1983,82.2
1984,114
1985,71
1986,68.6
1987,97.9
1988,146.2
1989,143.2
1990,85.2
1998,88.2
