UF,AM
Cidade,BOCA DO ACRE
Nome Posto,FLORIANO PEIXOTO
Latitude,-9.066666666666666
Longitude,-67.39694444444446
Codigo,967001
Qtd. Anos,32
Ano,Maxima
1972,144
1973,122.6
1974,103.6
1992,116
1993,75.4
1994,105.1
1995,75.1
1996,64.4
1997,67.6
1998,76.5
1999,46.4
2000,422.8
2001,63.9
2002,52.6
2003,98.5
2004,34.2
2005,45.5
2006,67.9
2007,36.5
2008,48.5
2009,30.3
2010,99.6
2011,80.4
2012,56.3
2013,81.4
2014,75.5
2015,74.6
2016,100
2017,76.2
2018,98
2019,97.8
2020,33
