UF,AM
Cidade,TAPAUA
Nome Posto,SERINGAL SAUDADE (TAPIRI)
Latitude,-5.953333333333333
Longitude,-64.31638888888888
Codigo,564002
Qtd. Anos,28
Ano,Maxima
1992,115
1993,125
1994,94
1995,119
1996,90.5
1997,100
1998,70
1999,116.6
2000,157.7
2001,66.7
2002,80.8
2003,82
2004,81.9
2005,74.3
2006,69
2007,104.3
2008,60
2009,80
2010,70
2011,69.5
2012,90
2013,73
2014,79.2
2015,93
2016,90.1
2017,71.8
2018,49.5
2019,91.5
