UF,AM
Cidade,PAUINI
Nome Posto,FAZENDA BORANGABA
Latitude,-7.54
Longitude,-67.47777777777777
Codigo,767002
Qtd. Anos,36
Ano,Maxima
1984,15
1985,102.5
1986,118
1987,107
1988,91
1989,88
1990,245.2
1991,106
1992,87.8
1993,169.5
1994,75.2
1996,9.8
1997,13.7
1998,31.3
1999,70
2000,80.9
2001,90.6
2002,94
2003,101.4
2004,75.8
2005,87.1
2006,80.9
2007,100.2
2008,116.3
2009,93.1
2010,81.9
2011,99.4
2012,89.9
2013,94.5
2014,66.8
2015,66.8
2016,76.9
2017,104.8
2018,67.9
2019,97.9
2020,55
