UF,AM
Cidade,HUMAITA
Nome Posto,MAICI-MIRIM
Latitude,-7.630833333333334
Longitude,-62.660555555555554
Codigo,762002
Qtd. Anos,27
Ano,Maxima
1993,117.9
1994,119.3
1995,84.7
1996,92.5
1997,53.7
1998,118.7
1999,105.2
2000,93.2
2001,140
2002,114.3
2003,120
2004,141.3
2005,93.2
2006,124.1
2007,112
2008,86.2
2009,77
2010,160.6
2011,60
2012,67.2
2013,77.1
2014,80.5
2015,60.9
2016,30.2
2017,90.5
2018,132.9
2019,160.3
