UF,AM
Cidade,MANICORE
Nome Posto,BONAMIGO
Latitude,-8.001666666666667
Longitude,-61.749722222222225
Codigo,861002
Qtd. Anos,16
Ano,Maxima
2004,71.9
2005,143.1
2006,89.4
2007,110.3
2008,77.7
2009,159.2
2010,102.3
2011,92
2012,77
2013,109
2014,132.6
2015,105.7
2016,88.2
2017,102.8
2018,101.2
2019,78.5
