UF,MS
Cidade,TRES LAGOAS
Nome Posto,GARCIAS
Latitude,-20.602777777777778
Longitude,-52.218333333333334
Codigo,2052004
Qtd. Anos,37
Ano,Maxima
1983,80.4
1984,74.6
1985,40.8
1986,40
1987,60
1988,70
1989,80
1990,55.4
1991,76.6
1992,59.2
1993,84
1994,57.7
1995,68
1996,89.2
1997,90.4
1998,85.8
1999,61.2
2000,54.7
2001,134
2002,69.4
2003,82
2004,135
2005,80.3
2006,75.7
2007,107
2008,70
2009,65.4
2010,81.6
2011,70
2012,148
2013,72.1
2014,82
2015,75.6
2016,72.5
2017,73.4
2018,66.1
2019,51.7
