UF,MS
Cidade,ANTONIO JOAO
Nome Posto,ANTONIO JOAO
Latitude,-22.188055555555557
Longitude,-55.94361111111111
Codigo,2255002
Qtd. Anos,36
Ano,Maxima
1984,75.2
1985,89
1986,73
1987,129.3
1988,80.7
1989,146.7
1990,77.8
1991,110
1992,160.4
1993,150.9
1994,88.3
1995,103.9
1996,74
1997,146
1998,125
1999,90
2000,99
2001,67.4
2002,108.5
2003,114.5
2004,83.5
2005,160
2006,138
2007,137.7
2008,93
2009,100
2010,157.4
2011,92.1
2012,106.5
2013,136
2014,95
2015,101
2016,82.2
2017,117.1
2018,100
2019,100.1
