UF,MS
Cidade,AGUA CLARA
Nome Posto,PONTAL
Latitude,-19.678055555555556
Longitude,-52.896388888888886
Codigo,1952001
Qtd. Anos,37
Ano,Maxima
1983,91.1
1984,47
1985,53.1
1986,75
1987,64
1988,80
1989,118.5
1990,173.1
1991,120
1992,82
1993,75
1994,95
1995,53.2
1996,98.5
1997,102
1998,68
1999,82
2000,60
2001,62.5
2002,85
2003,157.2
2004,69.3
2005,89.5
2006,75.2
2007,60
2008,61.1
2009,52.8
2010,74.1
2011,92.2
2012,48.4
2013,71
2014,87.7
2015,87.9
2016,80.8
2017,100
2018,53.3
2019,70
