UF,MS
Cidade,IVINHEMA
Nome Posto,UHE ITAIPU IVINHEMA
Latitude,-22.38277777777778
Longitude,-53.532222222222224
Codigo,2253000
Qtd. Anos,25
Ano,Maxima
1974,61.2
1975,72
1976,69.2
1977,56.2
1978,85.2
1979,74.2
1980,98.4
1981,59.8
1982,88.4
1983,65.4
1984,86.6
1985,89.4
1986,124.2
1987,83
1988,58.8
1989,78.4
1990,68
1991,93
1992,101.8
1993,84.8
1994,55
1995,78
1996,98.5
1997,83.3
1998,53.3
