UF,MS
Cidade,CAMPO GRANDE
Nome Posto,FAZENDA DIVISA
Latitude,-21.211388888888887
Longitude,-53.956944444444446
Codigo,2153005
Qtd. Anos,25
Ano,Maxima
1995,130
1996,100
1997,104
1998,85
1999,63.9
2000,96.7
2001,87.8
2002,82.4
2003,64.5
2004,76.8
2005,92.1
2006,63.4
2007,83.7
2008,85
2009,83.5
2010,81.6
2011,89.5
2012,68.3
2013,54.7
2014,77.3
2015,90.2
2016,108.7
2017,61.7
2018,77.4
2019,74.5
