UF,MS
Cidade,CAMAPUA
Nome Posto,FAZENDA CARANDA
Latitude,-19.322222222222223
Longitude,-54.16111111111111
Codigo,1954006
Qtd. Anos,37
Ano,Maxima
1983,55
1984,77
1985,67
1986,135
1987,86
1988,81
1989,57
1990,135
1991,150
1992,75
1993,67
1994,101
1995,98
1996,123
1997,89.1
1998,49.5
1999,85.2
2000,148.5
2001,92
2002,91.2
2003,92.1
2004,61.3
2005,140.4
2006,82.4
2007,80.8
2008,121.5
2009,97.1
2010,116
2011,108.2
2012,68.7
2013,52.2
2014,105.5
2015,79.2
2016,79.2
2017,97.1
2018,58.3
2019,78.1
