UF,MS
Cidade,SANTA RITA DO PARDO
Nome Posto,CAMPOS ELISIOS
Latitude,-20.961111111111112
Longitude,-53.28805555555555
Codigo,2053004
Qtd. Anos,34
Ano,Maxima
1984,78.4
1985,95.2
1986,93
1987,67.4
1988,65
1989,504.4
1992,100
1993,99
1994,72
1995,40
1996,54
1997,60.6
1998,82
1999,46.5
2000,90
2001,64.9
2002,101.1
2003,91.4
2004,72.1
2005,96.5
2006,137.2
2007,121.2
2008,42.6
2009,55.2
2010,80.2
2011,80.2
2012,120
2013,64.4
2014,74.9
2015,94.2
2016,98.5
2017,75.8
2018,78.5
2019,92.3
