UF,MS
Cidade,CORUMBA
Nome Posto,SAO SIMAO
Latitude,-20.049722222222226
Longitude,-57.32138888888889
Codigo,2057001
Qtd. Anos,35
Ano,Maxima
1977,103.5
1978,117.4
1979,60
1980,69.2
1981,117.5
1982,71
1983,101.5
1992,123
1993,63
1994,91.9
1995,98
1996,98.5
1997,81.5
1998,78.9
1999,55.5
2000,90
2001,115.4
2002,35.5
2003,97.5
2004,150
2005,86.7
2006,84.7
2007,98
2008,98
2009,100.5
2010,58.9
2011,85.4
2012,70
2013,63.7
2014,153.9
2015,67.2
2016,237
2017,93
2018,100
2019,93.8
