UF,MS
Cidade,CAMPO GRANDE
Nome Posto,DNOS - 8.DRS
Latitude,-20.451666666666664
Longitude,-54.6275
Codigo,2054014
Qtd. Anos,34
Ano,Maxima
1976,70
1977,122
1978,67.2
1979,72.3
1980,86.1
1981,38.3
1992,106
1993,78
1994,120
1995,72.2
1996,130.4
1997,92.5
1998,88
1999,76
2000,66.2
2001,82
2002,80.5
2003,88
2004,56.8
2005,94.5
2006,59
2007,114.5
2008,50.2
2009,64
2010,71.2
2011,78.8
2012,105
2013,97.5
2014,59
2015,84
2016,75
2017,58
2018,66
2019,128.3
