UF,MS
Cidade,JATEI
Nome Posto,FAZENDA JANGADA
Latitude,-22.545
Longitude,-54.02777777777778
Codigo,2253015
Qtd. Anos,36
Ano,Maxima
1984,94.8
1985,41
1986,75.8
1987,60
1988,91
1989,87.3
1990,53
1992,45.5
1993,71.2
1994,77.1
1995,87.9
1996,120.3
1997,91.5
1998,67.3
1999,49.7
2000,115.5
2001,70
2002,94.5
2003,98.2
2004,67.6
2005,77.9
2006,95
2007,71.3
2008,100.2
2009,70.7
2010,135
2011,84.2
2012,137.7
2013,80.5
2014,96.2
2015,68.8
2016,90
2017,60.4
2018,50.6
2019,40.2
2020,30.4
