UF,MS
Cidade,INOCENCIA
Nome Posto,INOCENCIA
Latitude,-19.73638888888889
Longitude,-51.933611111111105
Codigo,1951005
Qtd. Anos,37
Ano,Maxima
1983,72
1984,109
1985,98
1986,80
1987,89
1988,115
1989,130
1990,110.2
1991,36
1992,45
1993,45
1994,30
1995,87.5
1996,75.7
1997,76.9
1998,76.7
1999,78.5
2000,175
2001,66.1
2002,90
2003,80
2004,68.5
2005,82.1
2006,50
2007,70
2008,100
2009,167.8
2010,59.7
2011,80.3
2012,57.8
2013,85.6
2014,86.6
2015,109.3
2016,66.2
2017,59
2018,95
2019,65.1
