UF,SP
Cidade,ARACATUBA
Nome Posto,ARACATUBA
Latitude,-21.2
Longitude,-50.45
Codigo,2150010
Qtd. Anos,72
Ano,Maxima
1943,71.8
1944,82.5
1945,78
1946,52
1947,63
1948,117
1949,73.5
1950,65
1951,180
1952,85
1953,68
1954,82
1955,58
1956,66
1957,71
1958,90
1959,79
1960,100
1961,73
1962,61
1963,40
1964,70
1965,72
1966,67
1967,79
1968,135
1969,71
1970,84.5
1971,60
1972,67.2
1973,108.4
1974,51
1975,95.2
1976,80.3
1977,78
1978,77.1
1979,71
1980,55.7
1981,75.8
1982,89.7
1983,74.8
1984,59.8
1985,46.4
1986,77.2
1987,105.1
1988,72.7
1989,130
1990,89.5
1991,78.4
1992,185.7
1993,68.8
1994,89
1995,99.8
1996,78
1997,92.7
1998,87.9
1999,117.1
2000,123.7
2001,63.8
2002,68.4
2003,82.1
2004,103.2
2005,68.8
2006,95
2007,89.3
2008,77.7
2009,99
2010,64.1
2011,119.3
2012,34.4
2013,60.2
2014,29.2
