UF,SP
Cidade,BALSAMO
Nome Posto,BALSAMO
Latitude,-20.733333333333334
Longitude,-49.583333333333336
Codigo,2049017
Qtd. Anos,74
Ano,Maxima
1941,67
1942,110
1943,180
1944,80
1945,114
1946,120.5
1947,90
1948,70.3
1949,50.6
1950,45
1951,50
1952,90
1953,74
1954,51
1955,75.2
1956,85.1
1957,66.4
1958,107.4
1959,89.3
1960,100.3
1961,58.9
1962,59
1963,57.8
1964,159.6
1965,71
1966,103.4
1967,70.2
1968,60.5
1969,45.6
1970,74.2
1971,76.8
1972,100.8
1973,102.6
1974,93.3
1975,90.8
1976,74.5
1977,125
1978,85
1979,90.5
1980,84
1981,75.2
1982,93.3
1983,104
1984,93.1
1985,82.7
1986,79.4
1987,68.7
1988,67.6
1989,82.7
1990,68.2
1991,86.5
1992,65
1993,53.1
1994,67.3
1995,53.6
1996,73.2
1997,87.1
1998,109.3
1999,75.5
2000,75.7
2001,64.4
2002,99.2
2003,76.7
2004,111.2
2005,84.5
2006,72.5
2007,88.4
2008,79.5
2009,107.4
2010,59
2011,103
2012,112
2013,68.9
2014,66.9
