UF,SP
Cidade,SALESOPOLIS
Nome Posto,RIBEIRAO DO CAMPO
Latitude,-23.633333333333333
Longitude,-45.833333333333336
Codigo,2345052
Qtd. Anos,40
Ano,Maxima
1960,76.5
1961,101.6
1962,240.7
1963,105.4
1966,342.8
1967,160.8
1969,55
1970,123.8
1971,232.7
1972,93.7
1973,167.8
1974,157.3
1975,92.9
1976,216
1977,110.5
1978,128
1979,185.6
1980,46
1981,162.7
1982,143.7
1983,99.2
1984,180.6
1985,86.9
1986,168.7
1987,123.8
1988,91.2
1989,103.1
1990,133.1
1991,119.1
1992,89.6
1993,70.1
1994,85.6
1995,133.5
1996,136.6
1997,70.4
1998,85.6
1999,110
2000,102.5
2001,144.8
2002,222.5
