UF,SP
Cidade,PIRACICABA
Nome Posto,PIRACICABA (SEMAE)
Latitude,-22.717499999999998
Longitude,-47.651944444444446
Codigo,2247094
Qtd. Anos,42
Ano,Maxima
1973,70.9
1974,110.5
1975,76.9
1976,60.5
1977,80
1978,140
1979,55.9
1980,96.1
1981,88.3
1982,72.3
1983,103.2
1984,49.8
1985,56.4
1986,62.3
1987,174.6
1988,128
1989,103.4
1990,78.5
1991,61.3
1992,78.8
1993,61.3
1994,57.1
1995,53.3
1996,105.6
1997,93.2
1998,151
1999,147.5
2000,85.3
2001,63.7
2002,166.5
2003,69.3
2004,71
2005,130.5
2006,54.4
2007,77.8
2008,151.8
2009,56.6
2010,75.5
2011,105
2012,60.5
2013,65.5
2014,51.9
