UF,SP
Cidade,GUARACAI
Nome Posto,GUARACAI
Latitude,-21.033333333333335
Longitude,-51.2
Codigo,2151002
Qtd. Anos,71
Ano,Maxima
1943,40.8
1944,60.3
1945,67
1946,83.3
1947,85
1948,90
1949,68
1950,98.9
1951,72.5
1952,52.5
1953,121.3
1954,46.6
1955,60.7
1956,85.5
1957,65.5
1958,77.5
1959,65.6
1960,96.7
1961,70
1962,72.3
1963,69.3
1964,83
1965,59.2
1966,91.5
1967,73.6
1969,55
1970,52.5
1971,87.6
1972,105.3
1973,83.9
1974,89.8
1975,95.8
1976,79
1977,87.5
1978,86
1979,90
1980,70.2
1981,50.4
1982,62.9
1983,105.2
1984,54
1985,97.9
1986,60.9
1987,56.2
1988,55.3
1989,88
1990,77.1
1991,81.3
1992,88.5
1993,76
1994,69
1995,67.5
1996,77.3
1997,88.8
1998,96.4
1999,52.3
2000,70.5
2001,77.5
2002,112
2003,59
2004,72.5
2005,85.5
2006,114.1
2007,67.5
2008,80.4
2009,102
2010,93.2
2011,75.9
2012,115
2013,56
2014,53
