UF,SP
Cidade,OLIMPIA
Nome Posto,RIBEIRO DOS SANTOS
Latitude,-20.6
Longitude,-48.983333333333334
Codigo,2048014
Qtd. Anos,76
Ano,Maxima
1943,58
1944,60
1945,65
1946,80.4
1947,89.5
1948,59.1
1949,59.9
1950,95.5
1951,77
1952,69.5
1953,120
1954,81
1955,70
1956,73.3
1957,99
1958,182
1959,67.4
1960,102.5
1961,70.2
1962,99.2
1963,71.3
1964,60.4
1965,68.4
1966,73.2
1967,34.8
1968,74.1
1969,54.7
1970,66.4
1971,94.5
1972,88.3
1973,51.6
1974,68.8
1975,74
1976,73.1
1977,79.5
1978,95.2
1979,142.8
1980,96.2
1981,58.4
1982,74.3
1983,72.7
1984,66.8
1985,62.5
1986,64.4
1987,54.2
1988,98
1989,104.2
1990,40.2
1991,102.6
1992,93.4
1993,75
1994,69.1
1995,76.8
1996,56
1997,77.9
1998,50.8
1999,86.8
2000,96.3
2001,105.5
2002,88.2
2003,95
2004,72.5
2005,87.1
2006,68
2007,86.4
2008,106.3
2009,108.5
2010,109.2
2011,92.5
2012,72.5
2013,76.9
2014,81.1
2015,108.5
2016,94.1
2017,82.3
2018,77.4
