UF,SP
Cidade,RIBEIRA
Nome Posto,GRITADOR
Latitude,-24.566666666666666
Longitude,-48.95
Codigo,2448016
Qtd. Anos,46
Ano,Maxima
1954,31.7
1955,57
1956,70.7
1957,72.2
1958,56
1959,48
1960,87.9
1961,116.1
1962,48.5
1963,71
1964,64.2
1965,77
1966,97
1967,76
1968,66
1969,67
1970,71.6
1971,43.7
1972,68.1
1973,89
1974,50
1975,82.4
1976,54.8
1977,44.8
1978,51.8
1979,65.4
1980,400
1981,63
1982,72
1983,132
1984,48.4
1985,67.1
1986,45
1987,54.7
1988,74
1989,60
1990,50
1991,44.8
1992,73.4
1993,83.1
1994,60.7
1995,80.5
1996,48.1
1997,63.2
1998,94.9
1999,65.4
