UF,SP
Cidade,LENCOIS PAULISTA
Nome Posto,GLEBA RIO CLARO
Latitude,-22.766666666666666
Longitude,-48.833333333333336
Codigo,2248051
Qtd. Anos,46
Ano,Maxima
1972,68.4
1973,75
1974,58
1975,117.5
1976,80.7
1977,90.6
1978,61.6
1979,47.9
1980,83
1981,65.7
1982,95.7
1983,90.7
1984,64.9
1985,85.7
1986,70.8
1987,102.9
1988,66
1989,110.2
1990,78
1991,88.8
1992,57
1993,69.1
1994,84.3
1995,82.8
1996,103.3
1997,70.3
1998,89.2
1999,81.2
2000,63
2001,143.8
2002,103
2003,118.1
2004,53.2
2005,73.3
2006,64.2
2007,64.6
2008,60.5
2009,73
2010,49.5
2011,74.2
2012,74.1
2013,113.3
2014,82.9
2015,102.5
2016,80.2
2017,132.1
