UF,SP
Cidade,BORBOREMA
Nome Posto,FAZENDA ANO BOM DO TIETE
Latitude,-21.7
Longitude,-49.13333333333333
Codigo,2149019
Qtd. Anos,58
Ano,Maxima
1943,61.6
1944,66.1
1945,74.9
1946,82.2
1947,73.7
1948,70.5
1949,72.3
1950,106
1951,49.8
1952,57.9
1953,211.4
1954,97.5
1955,69.5
1956,59.8
1957,64.2
1958,95
1959,96
1960,64
1961,37
1962,37
1963,41
1964,38.5
1965,72
1966,53.5
1967,86.5
1968,90
1969,46
1970,56
1971,53.5
1972,60.5
1973,92.5
1974,83
1975,81.5
1976,89.5
1977,66.6
1978,56.7
1979,82.2
1980,98.6
1981,54.5
1982,89.8
1983,196.5
1984,57.1
1985,46.3
1986,60.4
1987,116.1
1988,243.7
1989,128.4
1990,79.7
1991,76.7
1992,102.5
1993,143.7
1994,67.3
1995,117.7
1996,53.5
1997,81.2
1998,54.4
1999,77.3
2000,64.5
