UF,SP
Cidade,JACUPIRANGA
Nome Posto,SALTO GRANDE DO GUARAU
Latitude,-24.883333333333333
Longitude,-48.1
Codigo,2448028
Qtd. Anos,39
Ano,Maxima
1946,56.9
1947,61.1
1948,44.7
1949,46.8
1950,40.2
1965,34
1966,85
1967,61
1968,90
1969,145.5
1970,97.2
1971,54.2
1972,97.5
1973,156.7
1974,91.3
1975,79.8
1976,262.3
1977,71
1978,69.9
1979,198.9
1980,77.7
1981,94.6
1982,124.9
1983,65.6
1984,122.9
1985,110.9
1986,113.9
1987,70.6
1988,176.3
1989,97.2
1990,257.7
1991,67.6
1992,71
1993,116
1994,118.3
1995,92.8
1996,65.4
1997,92.4
1998,49.5
