UF,SP
Cidade,ALAMBARI
Nome Posto,BAIRRO DO SARAPU
Latitude,-23.49527777777778
Longitude,-47.8125
Codigo,2347061
Qtd. Anos,75
Ano,Maxima
1945,34.7
1946,72.8
1947,88.8
1948,39
1949,79
1950,81.8
1951,74.2
1952,72
1953,55.4
1954,66.5
1955,95.8
1956,50.8
1957,47.3
1958,65.3
1959,73.2
1960,67.7
1961,55.2
1962,69.3
1963,45
1964,72.6
1965,79.2
1966,81.8
1967,62.8
1968,68.8
1969,49.8
1970,81.9
1971,42.2
1972,90.2
1973,78.9
1974,100
1975,129.9
1976,71.3
1977,98.9
1978,83.3
1979,93.4
1980,71.2
1981,68.5
1982,105.6
1983,70.1
1984,61.8
1985,93.4
1986,76.3
1987,91.1
1988,59.3
1989,102.3
1990,90.5
1991,99.3
1992,106.1
1993,59.3
1994,67.5
1995,94.9
1996,70.1
1997,85.3
1998,70.6
1999,78.9
2000,66.2
2001,49.1
2002,71.3
2003,87.2
2004,101.3
2005,118.2
2006,84.9
2007,73.5
2008,77.4
2009,101.2
2010,231
2011,41
2012,96.5
2013,108
2014,72.5
2015,230.4
2016,160
2017,490.1
2018,510.4
2019,68.4
