UF,SP
Cidade,BARRETOS
Nome Posto,IBITU
Latitude,-20.616666666666667
Longitude,-48.766666666666666
Codigo,2048016
Qtd. Anos,70
Ano,Maxima
1937,37.9
1946,38.8
1947,95.6
1948,73
1949,93
1950,99
1951,106
1952,79
1953,80
1954,63.7
1955,48.2
1956,87.5
1957,81
1958,53.2
1959,97
1960,64
1961,93.7
1962,95.3
1963,100.5
1964,50.2
1965,64.3
1966,99.2
1967,96.4
1968,77
1969,122.4
1970,59.6
1971,63.8
1972,72.5
1973,48.9
1974,74.2
1975,98.3
1976,72.3
1977,64.7
1978,93.9
1979,109.2
1980,93
1981,61.5
1982,62.7
1983,98.3
1984,73.9
1985,87.2
1986,98.1
1987,66.2
1988,91
1989,99.2
1990,79.4
1991,98.5
1992,93.7
1993,72.1
1994,76.7
1995,144
1996,78
1997,65.5
1998,59.2
1999,85
2000,65.5
2001,103.2
2002,145
2003,63.7
2004,91.8
2005,108
2006,89.7
2007,67.8
2008,73.2
2009,85.5
2010,95
2011,81.7
2012,101.6
2013,80.7
2014,43.8
