UF,SP
Cidade,LORENA
Nome Posto,HARAS MONDESIR
Latitude,-22.766666666666666
Longitude,-45.11666666666667
Codigo,2245027
Qtd. Anos,39
Ano,Maxima
1957,48.3
1958,94.5
1959,74.1
1960,93.4
1961,71.4
1962,98.9
1963,51.9
1964,63.9
1965,68.3
1966,83.1
1967,68.9
1969,61.9
1970,100.5
1971,59.1
1972,83.1
1973,72.1
1974,56.4
1975,86.1
1976,72.8
1977,66.3
1978,59.9
1979,59.6
1980,61.5
1981,59.8
1982,59.4
1983,68.3
1984,108.7
1985,83.1
1986,112.5
1987,58.1
1988,62.9
1989,51.6
1990,91.8
1991,79.4
1992,74.2
1993,57.3
1994,56.5
1995,66.4
1996,61.6
