UF,SP
Cidade,SAO JOSE DO BARREIRO
Nome Posto,NUUCLEO COL. BANDEIRANTES
Latitude,-22.6
Longitude,-44.46666666666667
Codigo,2244020
Qtd. Anos,55
Ano,Maxima
1913,35.5
1914,70.2
1915,65.3
1916,86
1917,65.2
1918,55.8
1919,66.4
1920,63.4
1921,59.6
1922,63.5
1923,85.2
1924,112.9
1925,63.1
1926,76.3
1927,63.1
1928,58.3
1929,63.6
1930,67.7
1931,62.4
1932,62.6
1933,59.9
1934,63.2
1935,51.8
1936,56.6
1937,63.6
1938,65.6
1939,61.3
1940,55.6
1941,65.4
1942,62.9
1943,72.4
1944,56.1
1945,61.5
1946,87.9
1947,73.2
1948,63.5
1949,70.3
1950,77.9
1951,66.8
1952,63.4
1953,62
1954,56.2
1955,95
1956,54.6
1957,45.1
1958,77
1959,70.2
1960,92.6
1961,78.9
1962,98
1963,74.8
1964,46.5
1965,60.7
1966,58.3
1967,62.2
