UF,SP
Cidade,MIRASSOL
Nome Posto,MIRASSOL
Latitude,-20.816666666666666
Longitude,-49.516666666666666
Codigo,2049021
Qtd. Anos,76
Ano,Maxima
1937,113
1938,75.7
1939,25
1940,61.8
1941,74.1
1942,96.8
1943,96.4
1944,44.4
1945,80
1946,75.6
1947,105.8
1948,72.9
1949,75.4
1950,119
1951,88.6
1954,78
1955,218
1956,96
1957,64
1958,80
1959,70
1960,81
1961,60.4
1962,73.5
1963,79.4
1964,97.9
1965,65.5
1966,86.6
1967,108.5
1968,37.8
1969,84.5
1970,72
1971,67.5
1972,113.9
1973,96
1974,98.6
1975,62.8
1976,64.5
1977,87.3
1978,98.7
1979,106
1980,69.8
1981,119
1982,65.2
1983,153.5
1984,105.1
1985,72.6
1986,74.1
1987,60.6
1988,46.2
1989,98.2
1990,49
1991,74
1992,73.3
1993,56.3
1994,72.1
1995,67.1
1996,82.7
1997,75
1998,112.6
1999,64.7
2000,103.7
2001,54.6
2002,75.2
2003,58.4
2004,115.2
2005,137.4
2006,99.4
2007,127.2
2008,123.7
2009,112.2
2010,48.7
2011,65.7
2012,62
2013,70
2014,57.7
