UF,SP
Cidade,SALTO GRANDE
Nome Posto,PORTO JAU
Latitude,-22.897222222222222
Longitude,-50.02111111111111
Codigo,2250024
Qtd. Anos,68
Ano,Maxima
1952,146.2
1953,50.2
1954,84.8
1955,87.8
1956,85
1957,68
1958,81.8
1959,60.4
1960,54.2
1961,80
1962,71
1963,68.8
1964,120
1965,66.2
1966,119.4
1967,76
1968,57.4
1969,79
1970,62.6
1971,90.4
1972,131.2
1973,58.4
1974,122
1975,94
1976,116
1977,64
1978,83
1979,75
1980,82
1981,68
1982,150
1983,64
1984,55
1985,80
1986,98.5
1987,83
1988,85.2
1989,64.3
1990,100
1991,74
1992,58.7
1993,57.9
1994,87.4
1995,79.1
1996,94
1997,100.4
1998,50.3
1999,68.5
2000,135
2001,84.5
2002,93.9
2003,78.8
2004,54.6
2005,83.2
2006,75.6
2007,89.1
2008,81.7
2009,69.7
2010,92.8
2011,88.6
2012,112.9
2013,96.1
2014,100
2015,93.4
2016,70
2017,77.2
2018,65
2019,75.3
