UF,SP
Cidade,SAO MIGUEL ARCANJO
Nome Posto,SAO MIGUEL ARCANJO
Latitude,-23.866666666666667
Longitude,-47.999722222222225
Codigo,2347050
Qtd. Anos,79
Ano,Maxima
1936,56.8
1937,117
1938,46.2
1939,79.3
1940,42.7
1941,51.3
1942,52
1943,60.1
1944,40.8
1945,50.3
1946,30.2
1947,70.6
1948,80.6
1949,40.8
1950,3.5
1951,0.6
1952,0.4
1953,20
1954,40.4
1955,64.2
1956,83.8
1957,84.6
1958,62
1959,69.4
1960,115.9
1961,54.5
1962,80.1
1963,90.2
1964,57.8
1965,92.3
1966,66.6
1967,58.5
1968,62
1969,47.5
1970,51.5
1971,55.7
1972,88.4
1973,115.1
1974,100.5
1975,66.6
1976,75.8
1977,69.7
1978,81.5
1979,51
1980,61.2
1981,59.6
1982,54.7
1983,85.1
1984,59.9
1985,60.3
1986,80.4
1987,80.2
1988,85.5
1989,73.1
1990,58.4
1991,82.6
1992,65.7
1993,52.1
1994,77.9
1995,51
1996,59.2
1997,90.4
1998,44.1
1999,58.5
2000,56.7
2001,107.5
2002,72.6
2003,54.5
2004,35.5
2005,133.8
2006,125
2007,47.2
2008,45.2
2009,76.8
2010,44.5
2011,47.3
2012,66.3
2013,74.8
2014,80.7
