UF,SP
Cidade,IACANGA
Nome Posto,FAZENDA BARREIRINHO
Latitude,-21.9
Longitude,-49
Codigo,2148128
Qtd. Anos,64
Ano,Maxima
1937,28
1938,228.5
1939,61
1940,57
1941,39
1942,68
1943,57
1944,51
1945,50
1946,75
1947,110
1948,51
1949,110
1950,92
1951,78
1952,74
1953,65
1954,120
1955,85
1956,83
1957,60
1958,120
1959,120
1960,80.6
1961,80
1962,70
1963,61
1964,92
1965,80
1966,70.2
1967,64.5
1968,71
1969,66
1970,80.2
1971,75.1
1972,79.3
1973,66.9
1974,136.5
1975,75.1
1976,78.6
1977,108.3
1978,41.8
1979,103.9
1980,75.6
1981,77.8
1982,108
1983,61.2
1984,55.2
1985,68
1986,95.5
1987,59.5
1988,66.8
1989,85.3
1990,114.4
1991,69.3
1992,81
1993,58.7
1994,52
1995,69.2
1996,61.5
1997,68
1998,64.3
1999,81
2000,45
