UF,SP
Cidade,TIMBURI
Nome Posto,TIMBURI
Latitude,-23.2
Longitude,-49.61666666666667
Codigo,2349010
Qtd. Anos,53
Ano,Maxima
1939,45.3
1940,41
1941,40
1942,84.5
1943,44.4
1944,40.1
1945,50.2
1946,30.6
1950,30
1952,51.5
1953,46.1
1954,126
1956,21
1957,85.7
1958,39.2
1959,40.4
1960,40.5
1961,90
1962,60.6
1963,45.6
1967,40.2
1968,33
1969,60
1970,78.8
1971,81
1972,86.4
1973,70.4
1974,79
1975,156.1
1976,132.8
1977,85.4
1978,98.7
1979,100.3
1980,95.8
1981,69.3
1982,57.1
1983,103.3
1984,68.3
1985,158.5
1986,82.7
1987,115.8
1988,82.2
1989,113.1
1990,84.1
1991,88.8
1992,111.2
1993,65.5
1994,102.5
1995,80
1996,72.9
1997,83.5
1998,94.2
1999,88.9
