UF,SP
Cidade,FLORIDA PAULISTA
Nome Posto,FAZENDA SANTO ANDRE
Latitude,-21.5
Longitude,-51.15
Codigo,2151013
Qtd. Anos,72
Ano,Maxima
1947,46.7
1948,40
1949,110.3
1950,71.8
1951,72.5
1952,48.5
1953,66
1954,80
1955,97.5
1956,84
1957,63
1958,108
1959,56.7
1960,86.3
1961,62
1962,93.5
1963,84.7
1964,90.2
1965,76.2
1966,100.7
1967,67.1
1968,47
1969,70.8
1970,50.4
1971,123.6
1972,77.5
1973,99.5
1974,152.1
1975,79.5
1976,57.1
1977,91.2
1978,73.1
1979,118.5
1980,58.2
1981,74.7
1982,61.7
1983,83.7
1984,73.3
1985,58
1986,70.4
1987,66.4
1988,109.4
1989,67.3
1990,84.2
1991,104
1992,61.6
1993,107.2
1994,52.1
1995,80.2
1996,52.7
1997,89.1
1998,75.6
1999,43.3
2000,60.9
2001,57.8
2002,69.1
2003,104.3
2004,82.3
2005,62.3
2006,68.9
2007,67.8
2008,93
2009,139.1
2010,85.6
2011,76.3
2012,101.4
2013,124.8
2014,47.8
2015,120.6
2016,76
2017,197.7
2018,39.3
