UF,SP
Cidade,ARACOIABA DA SERRA
Nome Posto,BAIRRO IPERO
Latitude,-23.483333333333334
Longitude,-47.68333333333333
Codigo,2347033
Qtd. Anos,47
Ano,Maxima
1954,56.5
1955,77.2
1956,61.5
1957,54.2
1958,57.2
1959,74.2
1960,97.3
1961,109.3
1962,68.6
1963,62.4
1964,78.9
1965,58.9
1966,85.4
1967,66.3
1968,82.3
1969,64.6
1970,71.3
1971,93.4
1972,85.3
1973,88.3
1974,119.2
1975,87.8
1976,82.4
1977,122.3
1978,74.9
1979,76.3
1980,68.4
1981,53.8
1982,113.4
1983,66.8
1984,61.2
1985,72.6
1986,90.5
1987,86.9
1988,53.3
1989,99
1990,56
1991,51.5
1992,35.3
1993,69.1
1994,46.2
1995,42.4
1996,55.6
1997,91.1
1998,66.5
1999,45.5
2000,47
