UF,SP
Cidade,GUATAPARA
Nome Posto,PONTE GUATAPARA
Latitude,-21.5
Longitude,-48.03333333333333
Codigo,2148028
Qtd. Anos,94
Ano,Maxima
1924,80
1925,70
1926,78
1927,81
1928,48
1929,80
1930,83
1931,49
1932,54
1933,34.5
1934,70.5
1935,155
1936,82
1937,98
1938,52.5
1939,67.9
1940,56
1941,87
1942,85
1943,6
1944,45.3
1945,36.2
1946,120.1
1947,60.5
1948,95.2
1949,100.2
1950,50.4
1951,112
1952,60.1
1953,90.3
1954,82.3
1955,78
1956,74
1957,60.1
1958,120.8
1959,107.2
1960,66.3
1961,69.3
1962,103.5
1963,67
1964,144.8
1965,59
1966,77.5
1967,51.5
1968,61.2
1969,67
1970,91
1971,69.5
1972,101.5
1973,83.9
1974,82.4
1975,84.6
1976,69.9
1977,74.5
1978,80
1979,171
1980,71.8
1981,65.6
1982,56.1
1983,99.5
1984,78.1
1985,71.8
1986,81.3
1987,86.4
1988,62.5
1989,54.6
1990,64.5
1991,98.7
1992,63.9
1993,47.2
1994,74.6
1995,102.3
1996,52.9
1997,94.2
1998,72.6
1999,64.2
2003,90.5
2004,106.4
2005,77.7
2006,116.1
2007,85.1
2008,55.2
2009,186.3
2010,138
2011,63.1
2012,59.1
2013,88.4
2014,40.1
2015,36.6
2016,43.7
2017,45.2
2018,43.1
2019,53.5
2020,73.2
