UF,SP
Cidade,PITANGUEIRAS
Nome Posto,PASSAGEM (FAZ.SAO VICENTE)
Latitude,-21.051111111111112
Longitude,-48.159166666666664
Codigo,2148050
Qtd. Anos,54
Ano,Maxima
1966,55.7
1967,74
1968,63
1969,74.2
1970,61.2
1971,86
1972,70
1973,50.6
1974,93.6
1975,64.6
1976,75.6
1977,94.2
1978,80
1979,58.4
1980,77
1981,72.8
1982,90
1983,145
1984,96.2
1985,72.2
1986,86.2
1987,60.2
1988,70.4
1989,777.7
1990,777.7
1991,777.7
1992,101.8
1993,49
1994,58.5
1995,72
1996,53.9
1997,94
1998,69.9
1999,111.5
2000,86.2
2001,78
2002,84
2003,96.5
2004,88.3
2005,96.5
2006,127
2007,82.7
2008,64.5
2009,62.2
2010,115.8
2011,73.3
2012,70.7
2013,104
2014,55.5
2015,53
2016,78.5
2017,74
2018,50.5
2019,63.3
