UF,SP
Cidade,IBIUNA
Nome Posto,IBIUNA
Latitude,-23.65
Longitude,-47.21666666666667
Codigo,2347043
Qtd. Anos,76
Ano,Maxima
1939,43
1940,78
1941,70.8
1942,44.6
1943,76
1944,36.6
1945,72.4
1946,30.6
1947,23.2
1948,19.3
1949,22.5
1950,20.2
1951,18.2
1952,35.2
1953,45.8
1954,73.3
1955,65.9
1956,67.3
1957,97.6
1958,73.3
1959,80.7
1960,76.7
1961,94.7
1962,67.7
1963,63.2
1964,55.2
1965,93.7
1966,53.4
1967,57.6
1968,67.2
1969,77.4
1970,69.4
1971,87.9
1972,69.2
1973,91.6
1974,95.1
1975,77.8
1976,72.2
1977,60.3
1978,90.3
1979,56.4
1980,54.8
1981,97.4
1982,139.3
1983,124.3
1984,68.8
1985,66.4
1986,97.5
1987,125.2
1988,60.4
1989,97.6
1990,41.6
1991,74.6
1992,74.4
1993,64.1
1994,66.8
1995,85.4
1996,71.1
1997,87.8
1998,94.7
1999,88
2000,81.3
2001,87
2002,92.5
2003,83
2004,83.5
2005,98
2006,86.5
2007,62
2008,69.5
2009,65.5
2010,77.8
2011,58
2012,77.6
2013,89.5
2014,54.2
