UF,SP
Cidade,IACRI
Nome Posto,EXTREMADURA
Latitude,-21.8
Longitude,-50.61666666666667
Codigo,2150035
Qtd. Anos,55
Ano,Maxima
1946,85.2
1947,80
1948,62
1949,68.2
1950,91.2
1951,63
1952,91.7
1953,114.8
1954,86
1955,67
1956,62
1957,95.1
1958,95.2
1959,118.4
1960,98.5
1961,85.5
1962,128.5
1963,130.8
1964,70.4
1965,74.8
1966,157.8
1967,79.4
1968,87.2
1969,58.2
1970,65.3
1971,89.4
1972,91.7
1973,51.4
1974,57.3
1975,76
1976,79
1977,68
1978,157
1979,77.3
1980,61.4
1981,82.7
1982,100.2
1983,89.2
1984,82.1
1985,42.2
1986,71.6
1987,161.3
1988,66.6
1989,91.5
1990,106
1991,103.5
1992,134.4
1993,96.7
1994,78.3
1995,69.1
1996,78.1
1997,73.3
1998,98.8
1999,70.7
2000,136.6
