UF,SP
Cidade,TUPA
Nome Posto,BAIRRO SABIA
Latitude,-21.966666666666665
Longitude,-50.45
Codigo,2150041
Qtd. Anos,55
Ano,Maxima
1960,27
1961,57
1962,56.8
1963,104.7
1964,92.4
1965,67.3
1966,60
1967,159.3
1968,84.9
1969,68
1970,69.7
1971,89.5
1972,128
1973,189
1974,69.7
1975,61.4
1976,128.8
1977,103.2
1978,58.5
1979,62.7
1980,57.5
1981,81
1982,56.3
1983,60
1984,86.2
1985,93.2
1986,64.9
1987,121.7
1988,119.1
1989,83.9
1990,99.3
1991,82.6
1992,66.1
1993,84.4
1994,75.7
1995,94.4
1996,76.2
1997,142
1998,110.2
1999,75.2
2000,126.8
2001,109.7
2002,74.2
2003,52.2
2004,98.6
2005,120.3
2006,58.3
2007,96.8
2008,57.3
2009,106.1
2010,83.5
2011,84.1
2012,86.7
2013,87.1
2014,65.1
