UF,SP
Cidade,PITANGUEIRAS
Nome Posto,IBITIUVA
Latitude,-20.983333333333334
Longitude,-48.333333333333336
Codigo,2048065
Qtd. Anos,72
Ano,Maxima
1940,999
1941,80.9
1942,97
1943,102
1944,82.3
1945,65
1946,76
1947,70.5
1948,58.3
1949,100.6
1950,60.5
1951,76.9
1952,100.8
1953,56
1954,61.5
1955,61
1956,63
1957,50.5
1958,120.6
1959,90
1960,125.5
1961,86.7
1962,90
1963,57.2
1964,126.8
1965,77.5
1966,68.8
1967,69
1968,85.6
1970,80
1971,90.5
1972,94
1973,82
1974,119.4
1975,40.9
1976,80.4
1977,63.4
1978,100.1
1979,79
1980,78.7
1981,108.2
1982,89.9
1983,102.6
1984,68.4
1985,72.1
1986,60
1987,73.5
1988,49.3
1989,80.6
1990,55.2
1991,65.7
1992,68.8
1993,38.1
1994,35.3
1995,114
1996,76
1997,50.3
1998,111.5
1999,60
2000,91.1
2001,80.1
2002,72.3
2003,183.2
2004,115.1
2007,76
2008,79
2009,93.2
2010,80.9
2011,56.3
2012,54.7
2013,75.5
2014,41
