UF,SP
Cidade,ITAPOLIS
Nome Posto,USINA REYNALDO GONCALVES
Latitude,-21.6
Longitude,-48.96666666666667
Codigo,2148126
Qtd. Anos,43
Ano,Maxima
1972,57.4
1973,50.7
1974,86.5
1975,62.8
1976,77.3
1977,87.5
1978,143.3
1979,66.8
1980,77.6
1981,93.3
1982,68.8
1983,84.3
1984,58.1
1985,60.2
1986,58.7
1987,91
1988,100.4
1989,140.8
1990,59.5
1991,67.5
1992,47.4
1993,62.2
1994,71.1
1995,61.6
1996,67
1997,73.8
1998,98.4
1999,63.2
2000,72.7
2001,58.5
2002,61.5
2003,75.2
2004,63.8
2005,35.4
2006,97.8
2007,60.2
2008,46.1
2009,77.9
2010,56.6
2011,107.6
2012,62.3
2013,53.5
2014,141.9
