UF,SP
Cidade,SANTA BARBARA D'OESTE
Nome Posto,FAZENDA SAO LUIZ
Latitude,-22.833333333333332
Longitude,-47.43333333333333
Codigo,2247103
Qtd. Anos,48
Ano,Maxima
1953,44
1954,66.9
1955,75.9
1956,64.2
1957,73.7
1958,80.5
1959,114
1960,103.2
1961,50.5
1962,145.3
1963,102
1964,80.5
1965,82.4
1966,91.5
1967,63
1968,41
1969,59
1970,108.3
1971,70.8
1972,74
1973,69.4
1974,50.6
1975,70.2
1976,62.7
1977,63.1
1978,85.1
1979,60
1980,55.6
1981,65.1
1982,87.1
1983,83.1
1984,98.5
1985,49.3
1986,59.8
1987,66
1988,73.4
1989,51.7
1990,66.2
1991,73.5
1992,66.5
1993,63
1994,113.8
1995,93.6
1996,84
1997,76
1998,130.8
1999,81.2
2000,72.1
