UF,SP
Cidade,PIRAPORA DO BOM JESUS
Nome Posto,PCH RASGAO BARRAMENTO
Latitude,-23.38277777777778
Longitude,-47.02861111111111
Codigo,2347080
Qtd. Anos,62
Ano,Maxima
1925,42
1926,58
1927,78
1928,77
1929,134
1930,111
1931,83
1932,99
1933,83
1934,72
1935,81
1936,93
1937,58
1938,70.6
1939,67
1940,77.2
1941,54.4
1942,100.6
1943,57.6
1944,53.2
1945,80.7
1946,51.6
1947,80.6
1948,80
1949,77
1950,74
1951,63.2
1952,57
1953,95
1954,72.4
1955,93.2
1956,73.8
1957,71.4
1958,82
1959,72.6
1960,124.4
1961,74
1962,120
1963,87.8
1964,68.2
1965,107
1966,117.2
1967,60.4
1968,61.4
1969,80
1970,67
1971,70.4
1972,80
1973,62.2
1974,90
1975,93.6
1976,100
1977,77.4
1978,86.4
1979,75.4
1980,70.4
1981,64.8
1982,96.6
1983,159.8
1984,67.2
1985,58
1986,58.6
