UF,SP
Cidade,SAO VICENTE
Nome Posto,GASPAR RICARDO
Latitude,-23.966666666666665
Longitude,-46.5
Codigo,2346091
Qtd. Anos,35
Ano,Maxima
1939,22.6
1940,85.2
1941,37.4
1942,10.1
1958,183.6
1959,174.5
1960,330.3
1961,160.4
1962,117.5
1963,160.2
1964,80.5
1965,130
1966,148.3
1967,152
1968,148.6
1969,82.7
1970,129.7
1971,186
1972,195.6
1973,225.4
1974,140.5
1975,279
1976,390.2
1977,305.4
1978,370.8
1979,402.3
1980,189.1
1981,146.6
1982,129.5
1983,292.6
1984,105.6
1985,178.6
1986,220
1987,165
1988,77.5
