UF,SP
Cidade,REGISTRO
Nome Posto,JURUMIRIM
Latitude,-24.5
Longitude,-47.733333333333334
Codigo,2447027
Qtd. Anos,48
Ano,Maxima
1953,10.6
1954,30.1
1955,153.2
1956,80
1957,69.4
1958,89
1959,60.1
1960,59.8
1961,132
1962,87.7
1963,150
1964,92
1965,96
1966,99.8
1967,64.2
1968,82.5
1969,77.8
1970,74.1
1971,102.8
1972,98.8
1973,69
1974,73.3
1975,94
1976,123.2
1977,94.3
1978,137.2
1979,92.2
1980,95.8
1981,91.8
1982,87.7
1983,142.7
1984,187.2
1985,101.8
1986,116.5
1987,69.1
1988,76.5
1989,132
1990,70.5
1991,83.6
1992,70.5
1993,97.3
1994,97.5
1995,182.8
1996,196.8
1997,183.7
1998,70
1999,115.9
2000,87.7
