UF,SP
Cidade,IGUAPE
Nome Posto,SITIO GRANDE
Latitude,-24.533333333333335
Longitude,-47.53333333333333
Codigo,2447028
Qtd. Anos,46
Ano,Maxima
1969,93.1
1970,85.2
1971,299.6
1972,112.6
1973,204.4
1974,79.7
1975,93.7
1976,237.3
1977,105.3
1978,59.8
1979,132.2
1980,171.7
1981,141.5
1982,109.2
1983,233.7
1984,119.3
1985,136.2
1986,132.2
1987,78.1
1988,100.3
1989,67.2
1990,94.1
1991,84.3
1992,58
1993,104
1994,97.2
1995,75
1996,172.6
1997,97
1998,89
1999,138.6
2000,92.8
2001,220
2002,77.5
2003,97.8
2004,134.3
2005,129.7
2006,52.5
2007,120
2008,223.6
2009,148.9
2010,95.3
2011,100
2012,130.5
2013,140.1
2014,59.2
