UF,SP
Cidade,CRUZEIRO
Nome Posto,TUNEL
Latitude,-22.5
Longitude,-45.016666666666666
Codigo,2245002
Qtd. Anos,46
Ano,Maxima
1938,57.8
1939,85
1940,63.5
1956,104.7
1957,106.5
1958,73.7
1959,85.2
1960,98.7
1961,146.2
1962,77.9
1963,72.6
1964,74.5
1965,96.1
1966,117
1967,79.7
1968,87.6
1969,159
1970,68.2
1971,99
1972,81.3
1973,71.1
1974,59.9
1975,101
1976,100.9
1977,74.1
1978,99.9
1979,95.1
1980,92.9
1981,97.5
1982,87.1
1983,87.1
1984,53.7
1985,75.5
1986,67.5
1987,63.7
1988,61.2
1989,62.1
1990,51.1
1991,62.6
1992,83
1993,60.6
1994,50
1995,56.7
1996,87
1997,152
1998,40.5
