UF,SP
Cidade,RIBEIRAO PRETO
Nome Posto,FAZENDA RESFRIADO
Latitude,-21.3
Longitude,-47.93333333333333
Codigo,2147013
Qtd. Anos,71
Ano,Maxima
1943,46.6
1944,60.2
1945,100.4
1946,124.2
1947,50.5
1948,90.4
1949,146.8
1950,59.1
1951,80.7
1952,73.7
1953,63.4
1954,96.5
1955,83.6
1956,115.4
1957,86.5
1958,60
1959,90.8
1960,146.8
1961,15.1
1963,124.5
1964,47.1
1965,60.2
1966,69
1967,60
1968,44
1969,58.2
1970,71.2
1971,86.2
1972,66.7
1973,80
1974,83.3
1975,85.4
1976,70.8
1977,85.3
1978,68.3
1979,64.3
1980,82
1981,89.5
1982,75.4
1983,104.2
1984,78.2
1985,93.8
1986,125
1987,58
1988,61.6
1989,76.2
1990,63.6
1991,48.4
1992,41.8
1993,49.5
1994,42.3
1995,97
1996,86.2
1997,84.6
1998,58.2
1999,101
2000,87
2001,78.3
2002,76.1
2003,107.8
2004,113.3
2005,46.3
2006,112
2007,353
2008,73.3
2009,104
2010,171
2011,102.5
2012,76.8
2013,60
2014,28.5
