UF,SP
Cidade,QUINTANA
Nome Posto,QUINTANA
Latitude,-22.066666666666666
Longitude,-50.3
Codigo,2250003
Qtd. Anos,61
Ano,Maxima
1940,80.2
1941,71.5
1942,67.5
1943,76
1944,92
1945,84
1946,88
1947,70.3
1948,97
1949,72
1950,76.8
1951,76.8
1952,106.8
1953,70
1954,82
1955,59
1956,58.5
1957,70
1958,130
1959,87.7
1960,88
1961,63
1962,89.5
1963,90.3
1964,79.5
1965,106
1966,92
1967,64.6
1968,133.2
1969,70.7
1970,86.3
1971,105.1
1972,144.8
1973,75.3
1974,118.3
1975,80.5
1976,82.2
1977,81.3
1978,74.5
1979,69
1980,65.2
1981,65.6
1982,71.3
1983,70
1984,89.3
1985,66.8
1986,76.8
1987,87
1988,90.5
1989,75
1990,85
1991,117.2
1992,152.7
1993,64.4
1994,80.3
1995,75.5
1996,80.2
1997,110.7
1998,80.2
1999,104.2
2000,50.7
