UF,SP
Cidade,NATIVIDADE DA SERRA
Nome Posto,ALTO DA SERRA
Latitude,-23.566666666666666
Longitude,-45.45
Codigo,2345176
Qtd. Anos,43
Ano,Maxima
1972,50
1973,153
1974,160.9
1975,98.8
1976,250.8
1977,83
1978,277
1979,154.1
1980,100
1981,121.8
1982,89.6
1983,233
1984,158.5
1985,233.2
1986,103.7
1987,91.5
1988,139
1989,66.7
1990,142
1991,91
1992,151.6
1993,81.1
1994,281.5
1995,92.6
1996,204.3
1997,92.3
1998,101.2
1999,124.5
2000,103.6
2001,79.9
2002,144.2
2003,89.5
2004,87.1
2005,160.5
2006,89.3
2007,100
2008,99.7
2009,106.7
2010,117.7
2011,69.9
2012,193
2013,103
2014,35.6
