UF,SP
Cidade,MURUTINGA DO SUL
Nome Posto,FAZENDA BOA VISTA
Latitude,-21.083333333333332
Longitude,-51.333333333333336
Codigo,2151003
Qtd. Anos,44
Ano,Maxima
1971,63.6
1972,65
1973,103.9
1974,64
1975,122
1976,61.4
1977,80.8
1978,81.7
1979,94.4
1980,63.5
1981,108
1982,67.2
1983,102.2
1984,75.9
1985,92
1986,62
1987,83.6
1988,76
1989,76.5
1990,55
1991,105.6
1992,52
1993,58.7
1994,93.3
1995,68
1996,69
1997,81.6
1998,58
1999,59
2000,43
2001,69.5
2002,75.7
2003,56
2004,86.3
2005,68.2
2006,89.4
2007,122.3
2008,69
2009,70
2010,118.9
2011,157
2012,63.2
2013,37.5
2014,57.1
