UF,SP
Cidade,CACAPAVA
Nome Posto,SANTA LUZIA
Latitude,-23.133333333333333
Longitude,-45.75
Codigo,2345013
Qtd. Anos,41
Ano,Maxima
1959,53.6
1960,63.1
1961,48.3
1962,64.4
1963,62.4
1964,59.8
1965,57.8
1966,68.3
1967,66.7
1968,68.7
1969,41.8
1970,73.1
1971,58.8
1972,51.3
1973,146
1974,70
1975,93.1
1976,62.8
1977,104.8
1978,44.7
1979,100
1980,58.6
1981,55.5
1982,85.3
1983,84.8
1984,49.4
1985,78.8
1986,76.7
1987,58.2
1988,56.3
1989,72
1990,65.3
1991,75.6
1992,40.6
1993,102.3
1994,79.4
1995,71.1
1996,90.2
1997,42.1
1998,65.5
1999,63.8
